ID,PERMIT#,  PERMIT_TYPE,         ISSUE_DATE,        ESTIMATED_COST,         AMOUNT_WAIVED,   AMOUNT_PAID,    TOTAL_FEE,STREET_NUMBER,STREET DIRECTION,STREET_NAME,  SUFFIX,WORK_DESCRIPTION,   PIN1,   PIN2,  PIN3,  PIN4, PIN5, PIN6, PIN7, PIN8, PIN9,     PIN10,CONTRACTOR_1_TYPE,CONTRACTOR_1_NAME,CONTRACTOR_1_ADDRESS,CONTRACTOR_1_CITY,CONTRACTOR_1_STATE,CONTRACTOR_1_ZIPCODE,CONTRACTOR_1_PHONE,CONTRACTOR_2_TYPE,CONTRACTOR_2_NAME,CONTRACTOR_2_ADDRESS,CONTRACTOR_2_CITY,CONTRACTOR_2_STATE,CONTRACTOR_2_ZIPCODE,CONTRACTOR_2_PHONE,CONTRACTOR_3_TYPE,CONTRACTOR_3_NAME,CONTRACTOR_3_ADDRESS,CONTRACTOR_3_CITY,CONTRACTOR_3_STATE,CONTRACTOR_3_ZIPCODE,CONTRACTOR_3_PHONE,CONTRACTOR_4_TYPE,CONTRACTOR_4_NAME,CONTRACTOR_4_ADDRESS,CONTRACTOR_4_CITY,CONTRACTOR_4_STATE,CONTRACTOR_4_ZIPCODE,CONTRACTOR_4_PHONE,CONTRACTOR_5_TYPE,CONTRACTOR_5_NAME,CONTRACTOR_5_ADDRESS,CONTRACTOR_5_CITY,CONTRACTOR_5_STATE,CONTRACTOR_5_ZIPCODE,CONTRACTOR_5_PHONE,CONTRACTOR_6_TYPE,CONTRACTOR_6_NAME,CONTRACTOR_6_ADDRESS,CONTRACTOR_6_CITY,CONTRACTOR_6_STATE,CONTRACTOR_6_ZIPCODE,CONTRACTOR_6_PHONE,CONTRACTOR_7_TYPE,CONTRACTOR_7_NAME,CONTRACTOR_7_ADDRESS,CONTRACTOR_7_CITY,CONTRACTOR_7_STATE,CONTRACTOR_7_ZIPCODE,CONTRACTOR_7_PHONE,CONTRACTOR_8_TYPE,CONTRACTOR_8_NAME,CONTRACTOR_8_ADDRESS,CONTRACTOR_8_CITY,CONTRACTOR_8_STATE,CONTRACTOR_8_ZIPCODE,CONTRACTOR_8_PHONE,CONTRACTOR_9_TYPE,CONTRACTOR_9_NAME,CONTRACTOR_9_ADDRESS,CONTRACTOR_9_CITY,CONTRACTOR_9_STATE,CONTRACTOR_9_ZIPCODE,CONTRACTOR_9_PHONE,CONTRACTOR_10_TYPE,CONTRACTOR_10_NAME,CONTRACTOR_10_ADDRESS,CONTRACTOR_10_CITY,CONTRACTOR_10_STATE,CONTRACTOR_10_ZIPCODE,CONTRACTOR_10_PHONE,CONTRACTOR_11_TYPE,CONTRACTOR_11_NAME,CONTRACTOR_11_ADDRESS,CONTRACTOR_11_CITY,CONTRACTOR_11_STATE,CONTRACTOR_11_ZIPCODE,CONTRACTOR_11_PHONE,CONTRACTOR_12_TYPE,CONTRACTOR_12_NAME,CONTRACTOR_12_ADDRESS,CONTRACTOR_12_CITY,CONTRACTOR_12_STATE,CONTRACTOR_12_ZIPCODE,CONTRACTOR_12_PHONE,CONTRACTOR_13_TYPE,CONTRACTOR_13_NAME,CONTRACTOR_13_ADDRESS,CONTRACTOR_13_CITY,CONTRACTOR_13_STATE,CONTRACTOR_13_ZIPCODE,CONTRACTOR_13_PHONE,CONTRACTOR_14_TYPE,CONTRACTOR_14_NAME,CONTRACTOR_14_ADDRESS,CONTRACTOR_14_CITY,CONTRACTOR_14_STATE,CONTRACTOR_14_ZIPCODE,CONTRACTOR_14_PHONE,CONTRACTOR_15_TYPE,CONTRACTOR_15_NAME,CONTRACTOR_15_ADDRESS,CONTRACTOR_15_CITY,CONTRACTOR_15_STATE,CONTRACTOR_15_ZIPCODE,CONTRACTOR_15_PHONE,LATITUDE,LONGITUDE,LOCATION
2711259,100625262,PERMIT - NEW CONSTRUCTION,12/14/2015,$20000.00,$0.00,$375.00,$375.00,905,N,ORLEANS,ST,INSTALL FREE STANDING LIEBHERR 316 EC-H 12 LITRONIC TOWER CRANE,17-04-429-015-0000,,,,,,,,,,OWNER,BILL WOLK,912 W. LAKE STREET,CHICAGO,IL,60607,,STRUCTURAL ENGINEER,CONNOLLY EAMONN F.,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.89911359,-87.637121922,"(41.8991135902928, -87.6371219220224)"
2714015,100626719,PERMIT - NEW CONSTRUCTION,01/14/2016,$60000.00,$0.00,$525.00,$525.00,167,W,ERIE,ST,"PHASE 1 FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A TEMPORARY TOWER CRANE: MANITOWOC MR605 LUFFING JIB CRANE, AS PER PLANS.",,,,,,,,,,,OWNER OCCUPIED,TODD WENDELL,225 N. COLUMBUS DRIVE SUITE 100,CHICAGO,IL,60601,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,LINN-MATHES  INC,309 SOUTH GREEN STREET,CHICAGO,IL,60607-,(312)454-0200 x,MASONRY CONTRACTOR,ADJUSTABLE FORMS INC.,1 E. PROGRESS RD.,LOMBARD,IL,60148,(630)953-8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.893883565,-87.633879645,"(41.893883564570665, -87.63387964538637)"
2721008,100630425,PERMIT - NEW CONSTRUCTION,01/19/2016,$60000.00,$0.00,$525.00,$525.00,165,W,SUPERIOR,ST,"PHASE 2 TIE-IN AND CLIMB SCHEDULE FOR A MANITOWOC MD485 TEMPORARY TOWER CRANE, AS PER PLANS.",,,,,,,,,,,OWNER OCCUPIED,ROBERT OWAK,225 NORTH COLUMBUS DRIVE SUITE 100,CHICAGO,IL,60601,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,LINN-MATHES  INC,309 SOUTH GREEN STREET,CHICAGO,IL,60607-,(312)454-0200 x,MASONRY CONTRACTOR,"GOEBEL FORMING, INC.",13530 DOKTER PLACE,HOMER GLEN,IL,60491,(630)774-2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.895489778,-87.633831645,"(41.89548977762712, -87.63383164451909)"
2717020,100628263,PERMIT - NEW CONSTRUCTION,01/26/2016,$50000.00,$0.00,$525.00,$525.00,303,E,SUPERIOR,ST,NEW TOWER CRANE - NORTH TOWER CRANE,,,,,,,,,,,STRUCTURAL ENGINEER,VOLPE BRIAN,,,,,,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",111 W. WASHINGTON ST. APT./SUITE 450,CHICAGO,IL,60602-,(312)260-7086 x,CONTRACTOR-GENERAL CONTRACTOR,"POWER CONSTRUCTION COMPANY, LL",8750 W. BRYN MAWR AVENUE SUITE 500,CHICAGO,IL,60631-3546,(847)925-1300,OWNER,NORTHWESTERN UNIVERSITY FACILITIES MANAGEMENT,410 N LAKE SHORE DR SUITE 800,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.895692401,-87.62014286,"(41.895692401410514, -87.62014286048188)"
2692687,100615136,PERMIT - NEW CONSTRUCTION,02/01/2016,$60000.00,$0.00,$525.00,$525.00,9,W,WALTON,ST,"PHASE 1 FOUNDATION AND INITIAL SET-UP OF A TEMPORARY TOWER CRANE: MANITOWOC MDT368A, AS PER PLANS.",,,,,,,,,,,OWNER OCCUPIED,SCOTT TIMCOE,908 N HALSTED,CHICAGO,IL,60642,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"LEND LEASE (US) CONSTRUCTION,",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,MASONRY CONTRACTOR,TRIBCO CONSTRUCTION SERVICES,12909 WEST OAK COURT,HOMER GLEN,IL,60491,(312)341-0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.899821526,-87.628699248,"(41.89982152577314, -87.62869924805086)"
2721145,100630499,PERMIT - NEW CONSTRUCTION,02/01/2016,$60000.00,$0.00,$525.00,$525.00,220,E,ILLINOIS,ST,PHASE 2 TIE-IN AND CLIMB SCHEDULE FOR A MANITOWOC MR415 TEMPORARY TOWER CRANE AS PER PLANS.  (NOTE THAT PERMIT #100609293 IS VOIDED AND SUPERSEDED BY THIS PERMIT).,,,,,,,,,,,OWNER OCCUPIED,MATTHEW CISON,630 VERNON AVENUE,GLENCOE,IL,60022,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"OPTIMA, INC.",630 VERNON AVENUE,GLENCOE,IL,60022-,(847)835-8400 x,MASONRY CONTRACTOR,CONCRETE STRUCTURES OF THE,143 BRYANT AVENUE,GLEN ELLYN,IL,60137,(630)293-5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.891085942,-87.621703812,"(41.89108594171936, -87.621703811899)"
2724180,100631975,PERMIT - NEW CONSTRUCTION,02/01/2016,$60000.00,$0.00,$525.00,$525.00,215,W,LAKE,ST,PHASE 1 FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A MANITOWOC MD485 TEMPORARY TOWER CRANE AS PER PLANS.  THIS PERMIT SUPERSEDES PERMIT #100631635.,,,,,,,,,,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,CLARK CONSTRUCTION GROUP CHICA,120 S. CENTRAL AVE. SUITE 400,CLAYTON,MO,63105,(312)474-5500,MASONRY CONTRACTOR,ADJUSTABLE FORMS INC.,1 E. PROGRESS RD.,LOMBARD,IL,60148,(630)953-8700,OWNER,CARL BROWN,401 NORTH MICHIGAN AVENUE SUITE 500,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.885621216,-87.634501358,"(41.88562121644583, -87.63450135773654)"
2721007,100630424,PERMIT - NEW CONSTRUCTION,02/08/2016,$60000.00,$0.00,$525.00,$525.00,640,N,WELLS,ST,"PHASE 1 FOUNDATION DESIGN FOR THE INSTALLATION AND OPERATION OF A MANITOWOC MR418 TEMPORARY TOWER CRANE, AS PER PLANS.",17-09-223-010-0000,,,,,,,,,,OWNER OCCUPIED,SCOTT TIMCOE,908 N HALSTED,CHICAGO,IL,60642,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"LEND LEASE (US) CONSTRUCTION,",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,MASONRY CONTRACTOR,PEPPER CONSTRUCTION CO.,643 N. ORLEANS ST.,CHICAGO,IL,60610,(312)266-4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.893658478,-87.634270381,"(41.89365847761819, -87.63427038140614)"
2721009,100630426,PERMIT - NEW CONSTRUCTION,02/08/2016,$60000.00,$0.00,$525.00,$525.00,1333,S,WABASH,AVE,"PHASE 2 TIE-IN AND CLIMB SCHEDULE FOR TEREX PEINER SK415 TEMPORARY TOWER CRANE, AS PER PLANS.",17-22-104-009-0000,17-22-104-010-0000,,,,,,,,,OWNER OCCUPIED,DAVE GUTIERREZ,225 WEST OHIO STREET,CHICAGO,IL,60610,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"LEND LEASE (US) CONSTRUCTION,",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,MASONRY CONTRACTOR,ADJUSTABLE FORMS INC.,1 E. PROGRESS RD.,LOMBARD,IL,60148,(630)953-8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.864808345,-87.625623624,"(41.8648083451248, -87.62562362384332)"
2721010,100630427,PERMIT - NEW CONSTRUCTION,02/22/2016,$60000.00,$0.00,$525.00,$525.00,833,N,CLARK,ST,"PHASE 2 TIE-IN AND CLIMB SCHEDULE FOR A MANITOWOC MD485 TEMPORARY TOWER CRANE, AS PER PLANS.",17-04-449-006-0000,,,,,,,,,,OWNER OCCUPIED,TREVOR SHELDON,1110 JORIE BLVD. SUITE 300,OAKBROOK,IL,60523,,STRUCTURAL ENGINEER,KOHOUT CHRISTOPHER,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"RYAN COMPANIES US, INC.",50 S. 10TH ST.SUITE 300,MINNEAPOLIS,MN,55403-,(612)492-4000 x,MASONRY CONTRACTOR,ADJUSTABLE FORMS INC.,1 E. PROGRESS RD.,LOMBARD,IL,60148,(630)953-8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.897665644,-87.631124328,"(41.89766564388542, -87.63112432795488)"
2717023,100628266,PERMIT - NEW CONSTRUCTION,01/26/2016,$50000.00,$0.00,$525.00,$525.00,303,E,SUPERIOR,ST,NEW TOWER CRANE - SOUTH TOWER CRANE,,,,,,,,,,,STRUCTURAL ENGINEER,POST CAROL A,,,,,,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",111 W. WASHINGTON ST. APT./SUITE 450,CHICAGO,IL,60602-,(312)260-7086 x,CONTRACTOR-GENERAL CONTRACTOR,"POWER CONSTRUCTION COMPANY, LL",8750 W. BRYN MAWR AVENUE SUITE 500,CHICAGO,IL,60631-3546,(847)925-1300,OWNER,NORTHWESTERN UNIVERSITY FACILITIES MANAGEMENT,410 N LAKE SHORE DR SUITE 800,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.895692401,-87.62014286,"(41.895692401410514, -87.62014286048188)"
2734188,100637400,PERMIT - RENOVATION/ALTERATION,03/01/2016,$1000000.00,$0.00,$1707.00,$1707.00,640,N,WELLS,ST,"Revision to permit of foundation and concrete superstructure thru level five slab permit (permit #:100628596). Revsions include removing the partial basement from project scope and coordinating associated plumbing, mechanical and electrical. Also structural revisions including adding caissons for tower crane pad and increasing the size of 4 caissons all as per plans. NO HVAC OR ELECTRICAL WORK IN SCOPE. 640 N Wells.",17-09-223-010-0000,,,,,,,,,,ARCHITECT,PLUNKARD JAMES M,,,,,,EXPEDITOR,CORNERSTONE PERMIT COMPANY,9408 W. 141ST ST.,ORLAND PARK,IL,60462-,(312)859-6876 X,CONTRACTOR-GENERAL CONTRACTOR,"LEND LEASE (US) CONSTRUCTION,",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,MASONRY CONTRACTOR,PEPPER CONSTRUCTION COMPANY,411 LAKE ZURICH ROAD,BARRINGTON,IL,60010-3141,(847)381-2760 x,CONTRACTOR-PLUMBER/PLUMBING,"EWING-DOHERTY MECHANICAL, INC",304 N. YORK ROAD,BENSENVILLE,IL,60106,(630)766-5920,OWNER,SCOTT TIMCOE,908 N HALSTED,CHICAGO,IL,60642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.893658478,-87.634270381,"(41.89365847761819, -87.63427038140614)"
2730486,100635309,PERMIT - NEW CONSTRUCTION,03/08/2016,$35000.00,$0.00,$525.00,$525.00,150,N,RIVERSIDE,PLZ,TEMPORARY CONSTRUCTION OF NEW TIMBERLAND STIFFLEG DERRICK MAST MODEL ASD35-X FOR  DISMANTLEMENT OF TOWER CRANE,,,,,,,,,,,OWNER OCCUPIED,"400 W. RANDOLPH INVESTORS, LLC","155 N. WACKER DR., SUITE 1690",CHICAGO,IL,60606,,STRUCTURAL ENGINEER,DRUCKER CAROL J,,,,,,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",111 W. WASHINGTON ST. APT./SUITE 450,CHICAGO,IL,60602-,(312)260-7086 x,CONTRACTOR-GENERAL CONTRACTOR,CLARK CONSTRUCTION GROUP CHICA,216 S JEFFERSON STREET SUITE 502,CHICAGO,IL,60661,(312)474-5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644307,100090924,PERMIT - NEW CONSTRUCTION,01/25/2006,$5000.00,$0.00,$240.00,$240.00,901,W,MADISON,ST,TEMPORARY CONSTRUCTION TOWER CRANE,17-17-207-029-1279,17-17-207-029-1280,17-17-207-029-1281,17-17-207-029-1284,17-17-207-029-1283,17-17-207-029-1282,17-17-207-029-1289,17-17-207-029-1288,17-17-207-029-1287,17-17-207-029-1286,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,WALSH  CONSTRUCTION,929 W ADAMS,CHGO,IL,60607,,OWNER,TERRAPIN PROPERTIES LLC,217 N. JEFFERSON,CHICAGO,IL,60661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.881626937,-87.649751942,"(41.881626936573106, -87.64975194167972)"
1644439,100090992,PERMIT - NEW CONSTRUCTION,02/10/2006,$5000.00,$0.00,$240.00,$240.00,160,E,ILLINOIS,ST,TEMPORARY CONSTRUCTION TOWER CRANE MODEL PECCO SN 355,17-10-126-011-1072,17-10-126-011-1073,17-10-126-011-1074,17-10-126-011-1077,17-10-126-011-1076,17-10-126-011-1075,17-10-126-011-1082,17-10-126-011-1081,17-10-126-011-1080,17-10-126-011-1079,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,CONCRETE STRUCTURES OFTHE MIDW,1845 WESTERN DRIVE SUITE 200,WEST CHICAGO,IL,60185-,(630)293-5775 x,OWNER,ORANGE BLUE LLC,100 N. FIELD DR.,LAKE FOREST,IL,60045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.891064178,-87.622917925,"(41.891064178115734, -87.62291792491408)"
1644447,100090995,PERMIT - NEW CONSTRUCTION,01/25/2006,$5000.00,$0.00,$315.00,$315.00,610,S,MICHIGAN,AVE,TEMPORARY CONSTRUCTION TOWER CRANE MODEL MANITOWOC\POTAIN MR 405,17-15-301-019-0000,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,W.E. O'NEIL CONS. CO.,2751 N. CLYBOURN AVENUE,CHICAGO,IL,60614,,OWNER,SPERTUS COLLEGE JUDAICA,68 S. MICHIGAN,CHICAGO,IL,60605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.874173848,-87.624373574,"(41.8741738481537, -87.62437357417441)"
1645964,100091829,PERMIT - NEW CONSTRUCTION,02/08/2006,$5000.00,$0.00,$240.00,$240.00,3140,N,SHEFFIELD,AVE,TEMPORARY CONSTRUCTION TOWER CRANE MODEL LIEBHERR 316 HC,14-29-203-045-1098,14-29-203-045-1099,14-29-203-045-1100,14-29-203-045-1102,14-29-203-045-1101,14-29-203-045-1071,14-29-203-045-1072,14-29-203-045-1073,14-29-203-045-1076,14-29-203-045-1075,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,WALSH CONSTRUCTION COMPANY OF,929 W ADAMS ST,CHICAGO,IL,60607-,(312)563-5400 x,OWNER,"SHEFFIELD RESIDENTIAL, LLC",220 N. SMITH ST.,PALATINE,IL,60007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.939339565,-87.654233415,"(41.93933956530724, -87.65423341497842)"
1645980,100091845,PERMIT - NEW CONSTRUCTION,02/17/2006,$5000.00,$0.00,$240.00,$240.00,159,E,MONROE,DR,"TEMPORARY CONSTRUCTION TOWER CRANE EAST CRANE, MODEL COMANSA 21 LC 550",,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,TURNER CONSTRUCTION COMPANY,55 E. MONROE SUITE 3100,CHICAGO,IL,60603-,(214)915-9600 x,OWNER,THE ART INSTITUE OF CHICAGO,111 S. MICHIGAN,CHICAGO,IL,60603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.880739518,-87.6227001,"(41.88073951830644, -87.62270010046835)"
1648708,100093568,PERMIT - NEW CONSTRUCTION,02/08/2006,$5000.00,$0.00,$240.00,$240.00,718,W,JAMES M ROCHFORD,ST,"TEMORARY CONSTRUCTION TOWER CRANE WEST CRANE, MODEL PECCO SK200",,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,STRUCTURAL ENGINEER,PAUL E MAST,,,,,,CONTRACTOR-GENERAL CONTRACTOR,POWER CONST,2360 N PALMER DR,SCHAUMBURG,IL,60611-,(847)343-1014 x,OWNER,UNIVERSITY OF IILINOIS AT CHICAGO,1140 S. PAULINE,CHIAGO,IL,60612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.866121531,-87.645866154,"(41.86612153071913, -87.64586615441871)"
1648718,100093573,PERMIT - NEW CONSTRUCTION,02/08/2006,$5000.00,$0.00,$240.00,$240.00,718,W,JAMES M ROCHFORD,ST,TEMPORARY CONSTRUCTION TOWER CRANE EAST CRANE MODEL PECCO SK200,,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"POWER CONSTRUCTION COMPANY, LL",2360 NORTH PALMER DRIVE,SCHAUMBURG,IL,60173-,(847)925-1300 x,OWNER,UNIVERSITY OF ILLINOIS AT CHICAGO,1140 S. PAULINA,CHICAGO,IL,60612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.866121531,-87.645866154,"(41.86612153071913, -87.64586615441871)"
1654280,100097136,PERMIT - NEW CONSTRUCTION,02/27/2006,$5000.00,$0.00,$240.00,$240.00,401,N,WABASH,AVE,"TEMPORARY CONSTRUCTION TOWER CRANE PHASE 11, WEST CRANE, MODEL 420 EC-H",17-10-135-033-0000,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,OWNER,TIM SYNDER,725 FIFTH AVE.,NEW YORK,NEW YORK,10022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
1654286,100097140,PERMIT - NEW CONSTRUCTION,02/27/2006,$5000.00,$0.00,$240.00,$240.00,401,N,WABASH,AVE,"TEMPORARY CONSTRUCTION TOWER CRANE PHASE II, EAST CRANE MODEL LIEBHERR 420 EC-H",17-10-135-033-0000,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,OWNER,TIM SNYDER,725 FIFTH AVE.,NEW YORK,NEW YORK,10022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
1654289,100097143,PERMIT - NEW CONSTRUCTION,02/27/2006,$5000.00,$0.00,$240.00,$240.00,55,E,PEARSON,ST,TEMPORARY CONSTRUCTION TOWER CRANE MODEL PECCO SK 355,,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"BOVIS LEND LEASE, INC.",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606-,(312)245-1000 x,OWNER,THE CLARE AT WATER TOWER,1055 W. 175 ST,HOMEWOOD,IL,60430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.897438195,-87.626020374,"(41.8974381950521, -87.62602037433696)"
1654292,100097145,PERMIT - NEW CONSTRUCTION,02/27/2006,$5000.00,$0.00,$240.00,$240.00,8,E,RANDOLPH,ST,TEMPORARY CONSTRUCTION TOWER CRANE MODEL MANITIWOC-POTAIN MD 485,17-10-305-008-0000,17-10-305-009-0000,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"SMITHFIELD CONSTRUCTION GROUP,",400 W. HURON,CHICAGO,IL,60610-,(312)266-9800 x,OWNER,ROBERT BUONO,400 W. HURON,CHICAGO,IL,60610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884601906,-87.627614175,"(41.8846019061405, -87.62761417477049)"
1656175,100098305,PERMIT - NEW CONSTRUCTION,04/19/2006,$5000.00,$240.00,$0.00,$240.00,6054,S,DREXEL,AVE,TEMPORARY CONSTRUCTION TOWER CRANE MODEL PECCO SK 400,,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,OWNER,MARK URGUHART,5841 S. MARYLAND,CHICAGO,IL,60637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.784277894,-87.604541083,"(41.78427789351328, -87.60454108253046)"
